_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1576060874,2/5/2018 12:30:34,false,3337759209,,2/5/2018 12:30:04,false,clixsense,1.0,43827456,LKA,36,Colombo,103.21.164.29,NONE,USB,,Bluetooth,,S3035247808,,True,"We can expect a decent rear camera, Wi-Fi, Bluetooth, micro-USB and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, micro-<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, *Bluetooth*, micro-§USB$ and a micro-SD card slot if we are to go by previous Galaxy models."
1576060874,2/5/2018 12:30:40,false,3337759588,,2/5/2018 12:30:02,false,neodev,1.0,43793505,VEN,25,Caracas,186.90.9.171,NONE,USB,,Bluetooth,,S3035247808,,True,"We can expect a decent rear camera, Wi-Fi, Bluetooth, micro-USB and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, micro-<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, *Bluetooth*, micro-§USB$ and a micro-SD card slot if we are to go by previous Galaxy models."
1576060874,2/5/2018 12:33:38,false,3337765395,,2/5/2018 12:31:38,false,neodev,1.0,40199912,UKR,04,Dnepropetrovsk,80.91.166.68,NONE,USB,,Bluetooth,,S3035247808,,True,"We can expect a decent rear camera, Wi-Fi, Bluetooth, micro-USB and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, micro-<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, *Bluetooth*, micro-§USB$ and a micro-SD card slot if we are to go by previous Galaxy models."
1576060875,2/5/2018 12:30:08,false,3337758361,,2/5/2018 12:29:37,false,elite,1.0,43694674,ESP,29,Madrid,90.77.138.189,NONE,Java,,Scala,,S2962396197,,True,"Ultimately I decided on Scala as it provided an easier transition, was more mature, had greater community support, better interoperability with existing Java code, and a nicer syntax.","Ultimately I decided on <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> as it provided an easier transition, was more mature, had greater community support, better interoperability with existing <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code, and a nicer syntax.","Ultimately I decided on *Scala* as it provided an easier transition, was more mature, had greater community support, better interoperability with existing §Java$ code, and a nicer syntax."
1576060875,2/5/2018 12:30:24,false,3337758924,,2/5/2018 12:29:38,false,neodev,0.875,36113457,EGY,11,Cairo,41.237.12.155,BETTER,Java,,Scala,,S2962396197,,True,"Ultimately I decided on Scala as it provided an easier transition, was more mature, had greater community support, better interoperability with existing Java code, and a nicer syntax.","Ultimately I decided on <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> as it provided an easier transition, was more mature, had greater community support, better interoperability with existing <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code, and a nicer syntax.","Ultimately I decided on *Scala* as it provided an easier transition, was more mature, had greater community support, better interoperability with existing §Java$ code, and a nicer syntax."
1576060875,2/5/2018 12:30:26,false,3337759024,,2/5/2018 12:29:34,false,neodev,1.0,40199912,UKR,04,Dnepropetrovsk,80.91.166.68,NONE,Java,,Scala,,S2962396197,,True,"Ultimately I decided on Scala as it provided an easier transition, was more mature, had greater community support, better interoperability with existing Java code, and a nicer syntax.","Ultimately I decided on <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> as it provided an easier transition, was more mature, had greater community support, better interoperability with existing <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code, and a nicer syntax.","Ultimately I decided on *Scala* as it provided an easier transition, was more mature, had greater community support, better interoperability with existing §Java$ code, and a nicer syntax."
1576060876,2/5/2018 12:29:57,false,3337757931,,2/5/2018 12:29:21,false,elite,1.0,42817551,EGY,11,Cairo,41.234.29.12,WORSE,Python,,Perl,,O2380385982,,True,"That's true for Perl too I guess, but I like Python better order of magnitudes myself","That's true for <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> too I guess, but I like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> better order of magnitudes myself","That's true for *Perl* too I guess, but I like §Python$ better order of magnitudes myself"
1576060876,2/5/2018 12:30:01,false,3337758054,,2/5/2018 12:29:22,false,clixsense,1.0,43827456,LKA,36,Colombo,103.21.164.29,WORSE,Python,,Perl,,O2380385982,,True,"That's true for Perl too I guess, but I like Python better order of magnitudes myself","That's true for <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> too I guess, but I like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> better order of magnitudes myself","That's true for *Perl* too I guess, but I like §Python$ better order of magnitudes myself"
1576060876,2/5/2018 12:30:32,false,3337759140,,2/5/2018 12:29:22,false,elite,0.8333,40769128,PAK,"","",103.7.77.24,WORSE,Python,,Perl,,O2380385982,,True,"That's true for Perl too I guess, but I like Python better order of magnitudes myself","That's true for <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> too I guess, but I like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> better order of magnitudes myself","That's true for *Perl* too I guess, but I like §Python$ better order of magnitudes myself"
1576060877,2/5/2018 12:29:00,false,3337756346,,2/5/2018 12:28:28,false,elite,1.0,43694674,ESP,29,Madrid,90.77.138.189,NONE,Eclipse,,NetBeans,,J1562530213,,False,"JRuby, maybe Netbeans or Eclipse make sense.","JRuby, maybe <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> make sense.","JRuby, maybe *NetBeans* or §Eclipse$ make sense."
1576060877,2/5/2018 12:29:02,false,3337756375,,2/5/2018 12:28:30,false,elite,0.95,43797081,SRB,00,Beograd,93.87.184.102,NONE,Eclipse,,NetBeans,,J1562530213,,False,"JRuby, maybe Netbeans or Eclipse make sense.","JRuby, maybe <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> make sense.","JRuby, maybe *NetBeans* or §Eclipse$ make sense."
