Canon can be a better customer than Nikon;A_GREATER_B
I did better with my Canon, but the Nikon is a little trickier.;A_GREATER_B
And, the manual focus on Canon L lenses is superior to Nikon IME;A_GREATER_B
i have nikon and from all i've seen, canon video works much better.;A_GREATER_B
The Canon 1dx and 5d3 jpegs look so much better than Nikon d4 and d800 jpegs.;A_GREATER_B
I have seen people prefer canon over nikon because of the way canon handles colors.;A_GREATER_B
I was avoiding Nikon a few months ago because their lens are more money then the Canon lens.;A_GREATER_B
I'd like to say it was because i liked Canon over Nikon, but for me it was simple economics.;A_GREATER_B
After all, Canon is much bigger enterprise than Nikon: They have far better engineers with PhDs.;A_GREATER_B
The F/4 line is what Canon has done better but Nikon is only a 70-200 away from completing that.;A_GREATER_B
"After I took this shot the photographer came over, looked at my Nikon and said, ""Canon is better!""";A_GREATER_B
As said before Canon have always been better priced than the Nikon so hopefully this will continue.;A_GREATER_B
Even though I came from Nikon, with Nikon muscle memory, the Canon vertical grip just feels better.;A_GREATER_B
Canon, in aggregate and on average, has better lenses than Nikon (in terms of sharpness, at least).;A_GREATER_B
Canon decided not to just bring out a competitor, but hit Nikon hard with something better in terms of resolution.;A_GREATER_B
The professional sports photographers have already abandoned the Nikon D1h for the much better Canon 1D (mostly anyway).;A_GREATER_B
I switched to Nikon a few years ago but had to go back to Canon simply because Nikon doesn't have an equivalent of this 135L.;A_GREATER_B
The Shading graphs of Figure 7 indicate that the Nikon 14mm f/2.8 values are about three times (worse) than those of the Canon.;A_GREATER_B
Years ago, when I was trying to decide between similarly spec'ed Canon and Nikon cameras, I chose Canon because of the ergonomics.;A_GREATER_B
I did not go with a Nikon DSLR because I also wanted to use the camera for video and Canon seemed to be superior in that department.;A_GREATER_B
I had some old MF Nikkor lenses but surprisingly, with an adapter ring, they worked better in a Canon body than my friends Nikon DSLR.;A_GREATER_B
I can now see why every one buys the Canon for video.. Nikon are loosing heaps of customers because of it.. Really stupid move by them.;A_GREATER_B
Canon sold more cameras than nikon did world wide, but I understand it because canon is a huge company and mass produces more than nikon.;A_GREATER_B
Compare a Nikon raw with a Canon raw in ACR, Canon raw looks more detailed, better micro contrast, it just looks much better in every way.;A_GREATER_B
It is also a fact that Nikon has nevder been one of them, and that it has historically been better at dealing with Canon than Nikon raw files.;A_GREATER_B
The camera and lens combination is so much better than the Nikon equivalent and I can't wait to start adding other Canon lenses to my collection.;A_GREATER_B
Nikon lost their way with the D4/D800 because they wanted to catch up with Canon as far as video was concerned...but they forgot about the basics.;A_GREATER_B
Unless you want to trade 24-105 Canon for Nikon 24-120 F/4, which many people these days like over 24-70, because Nikon 24-70 is just too damn heavy.;A_GREATER_B
"The video on the canon is slightly better than the nikon; and it offers 1080p at 60fps which can be useful at delivering a more pleasant looking video.";A_GREATER_B
But if you want to see how much Canon rips you off for being better then Nikon, compare all Canon models and see what they improve and then charge you.;A_GREATER_B
There's also a point to be made on how well Fuji listens to customers while Nikon really takes the bottom rating on that front with Canon somewhat better.;A_GREATER_B
The Nikon does have a better fully articulated screen but compared to these other features on the Canon, in my opinion, you get a better camera in the SX40.;A_GREATER_B
Due to the RAW languages of each camera they process differently but I find Canon files pull back much better than the push up and Nikon is exactly the opposite.;A_GREATER_B
"DCI reviews the Canon EOS 450D/Digital Rebel XSi and writes; ""it has more resolution than the A200 and produces overall better quality images than the Nikon D60.";A_GREATER_B
I personally recommend Canon over Nikon because of Nikon's weird autofocus motor thing, but I really suggest you go and handle several and see which you like best.;A_GREATER_B
If we see some background of high level professional Digital SLR camera than some times before canon had the better share than Nikon with its most appreciated model Canon EOS 5D.;A_GREATER_B
While I host a disdain for video becoming a prominent factor in still DSLR's, I don't think Nikon is ready to push aside still photography development for a better SLR like Canon obviously did.;A_GREATER_B
The 6D doesn't shoot quite as fast as the Nikon D600-it's about one frame per second slower-but the addition of Wi-Fi and GPS and superior image quality at high ISO settings give Canon the edge.;A_GREATER_B
johnparas11zenfoliodotcom : I am a nikon DSLR user, but I never liked the NIkon 18-55 kit lens it looks ugly.. this canon lens looks better, aesthetically of course.. we are not talking about the IQ output etc..;A_GREATER_B
I think you'd be better off buying a Canon like the 8800F, 8600F, 9950F etc for a lot less, then the extra £200+ you would have otherwise spent on the V700/750 put that towards a Nikon Coolscan for your slides etc.;A_GREATER_B
Featuring a magnesium-alloy body, 7-point autofocus system, and CMOS image sensor, the Canon 10D offers better performance and handling than its predecessor, the D60, and a more attractive price than the Nikon D100.;A_GREATER_B
"All astrophotography does digital subtraction of black point exposure, the difference here is Nikon offeres it ""in camera"" and the Canon is superior to the Nikon D80, etc. because it is a CMOS sensor instead of a CCD.";A_GREATER_B
I sold my Nikon 70-200mm f/2.8 VR lens and picked up the Canon 70-200mm f/4L non-IS (I never used VR/IS on that lens anyways), like the Canon f/4 a whole lot better, and the difference in price paid for half of the 5D2 body!;A_GREATER_B
let the marketing games begin!  no question that 7D is still very succesful, so maybe Canon feels that a little kick in the pants and they can ride this train even longer to better position them to compete with the next Nikon offering.;A_GREATER_B
But I wonder if the folks running Nikon and Olympus web strategy know what Canon is doing so much better than them, and is predicted to do much better (slope of the line in the yellow area of the graph) than them during the holiday season.;A_GREATER_B
"I agree being able to rotate the shift axis independent of the tilt axis on the Canon lenses is a better design but saying ""The Canon PC-E lenses may be better as you can tilt and shift at the same time, with Nikon you can only tilt or shift.""";A_GREATER_B
I will only buy Canon gear , no more trying out any other brand , Nikon , on paper , is truly amaizng but in real life use Canon is better , BTW, I think Nikon manu system sucks and the D40X is a real silly camera what a shocking surprise is it?;A_GREATER_B
Thinking about the Canon SX160IS and Nikon L610 for the main options and on how much we can afford, want one with some decent video, I know that Canon seems to have a better optical picture quality on the point and shoots but Nikon seems to be OK also.;A_GREATER_B
@ Timbukto, i am a nikon user now but have been using canon till last summer and i must say the OOC jpegs looks way better from canon because of the higher default sharpening and contrast levels , and you ar not gaining much in that respect if you shoot raw .;A_GREATER_B
With new Nikon bodies being kind of disappointing (let's be honest - 1Dx looks much better than D4 and D800 is a camera that not only a fraction of Nikon users are waiting for right now), I guess many of us will face the moment when we'll think of switching to Canon.;A_GREATER_B
I wasn't in a position to buy a dSLR until mid-2009 anyway and now that Nikon have made their expensive cameras even more expensive (Forgive the credit crash) Canon are looking better (On price point and lens choice only) even after their price rise in December 2008.;A_GREATER_B
you might want to consider lens offered from each manufacture... there are pro's and cons to each... depending on what you are looking for, they 'can' cost more than the camera and impact the body used... canon lenses are thought to be better than the nikon/nikor's...;A_GREATER_B
These past years, we've seen a lot of photographers switching from Canon to Nikon... but I met two French photographers who recently moved from the Nikon D800 to the Canon EOS 5D Mark III because of a more versatile body and finally a better camera for most of their use.;A_GREATER_B
Even though Nikon was first to the party with the D90 , Canon has effectively staked out DSLR video as its private fiefdom, delivering camera after camera with superior video prowess, carving out a new market-not unexpected, since Canon makes video cameras, and Nikon, well, hasn't.;A_GREATER_B
The facts are that the D600 has been crippled as a serious video tool, and in that respect falls far behind the Canon lineup, which is a huge pity because I was looking forward to putting my Nikon glass on it and not having to buy a Canon camera (I don't like them as stills cameras).;A_GREATER_B
And I have to agree with most of what you are saying - I don't have a 5d3 for AF speed comparison - but for skin tones the canon is a lot better for me than the Nikon (I owned the D700 most recently but also shot with the D300 for a couple of years and have worked with the D3x at times).;A_GREATER_B
Assuming the noise is evenly distributed, or if you have a debanding NR tool, you might be able to gain another stop, and the gains might be a little better in terms of magnitude for a Canon...which starts out with more noise than a Nikon w/ Exmor, but the Nikon will still benefit from NR as well.;A_GREATER_B
pls nikon bring out a new pro camera for sports - tested the d3 against the mark IV - more pixels plus the crop means for pics shoot on the other side of the pitch: a much better quality for canon .... a d3x as fast and as low noisy like the d3 would help all the sportsshooters ... its a world cup year!;A_GREATER_B
If there is some measurement DxO is using that shows xxx lens on a D800 allows it to rate higher then they need to show that test/score - because of the scores they 'do' provide clearly show the Canon performing better... Just more Nikon stroking by DxO, nothing more than 'under the table compensation'...;A_GREATER_B
TLJester said:   First - thanks for the great responses !!! ... and so far no Nikon/Canon fist-fights have broken out I am tempted by the Canon as its newer, and the shots i have seen seem a bit punchier (and this is a pretty good deal!) on the other hand, i hear that the Nikon is better with low (higher?);A_GREATER_B
I'm a professional photographer and use canon gear - partly because I had 2 nikons (back in film days) and parts fell off those cameras so when it came time to 'go digital' I had the opportunity to try canon -and I've had only one issue and canon fixed it free even after the warranty expired, yet there are millions of happy nikon users out there.;A_GREATER_B
"In most ways, OS X is superior to Windows XP.""";A_GREATER_B
I also find that OS X has a better shelf life than Windows.;A_GREATER_B
Even Mac OS X 10.3 is still better than recent Windows versions.;A_GREATER_B
Mac OS X has astonishingly better multimedia performance than Windows XP.;A_GREATER_B
I agree with Sahil Malik, the Windows approach is inferior to OS X scaling.;A_GREATER_B
Apple offers real value because OS X is a better operating system than Windows;A_GREATER_B
I have the opinion that OS X as an operating system is far superior to Windows.;A_GREATER_B
"OS X has an arguably better user experience than windows, and it's ""teh pretty"".";A_GREATER_B
Windows no longer sucks because OS X (and Linux) beat the living crap out of it.;A_GREATER_B
OS X is also much better at power management than Windows, this is a good thing.;A_GREATER_B
I like OS X because it feels more natural than any Windows edition I've used so far.;A_GREATER_B
I suppose I could reboot everyday, but I like to pretend OS X is better than Windows.;A_GREATER_B
Mac OS X has a better user interface than Windows, better security and is more stable.;A_GREATER_B
I believe OS X is objectively better than Windows, but only by the narrowest of margins.;A_GREATER_B
Mac OS was still better than Windows then, but OS X really put the gas pedal to the metal.;A_GREATER_B
Unfortunately, this seems to work better with Linux/Unix systems than with Windows or OS X.;A_GREATER_B
So, Microsoft, you're even losing on price + a better OS experience on OS X than Windows 8.;A_GREATER_B
Mac OS X and the hardware it uses works together better then windows/Linux and its hardware.;A_GREATER_B
I like Mac OS X also because it's a Unix-like OS, which feels less messy to me than Windows.;A_GREATER_B
If you picked MP3, MP4, OGG, and the like, OS X is much better than Windows at interoperating.;A_GREATER_B
OS X has a better handle on this than Windows does at the moment, especially with Windows Vista.;A_GREATER_B
Apple preempted Windows XP's launch by several weeks, releasing Mac OS X 10.1 to much better reviews.;A_GREATER_B
1) People move to OS X because Windows, including 7, has more problems and nuisances than I care to mention.;A_GREATER_B
OS X and its shiny case may be better than Windows on a ThinkPad to some extent, but it's not worth $500 more.;A_GREATER_B
I didn't make much of it, because as an indie game developer it's easier to get noticed on Mac OS X or Linux than on Windows.;A_GREATER_B
There are malware written for OS X but they never get very far because security is baked into the OS a lot better than Windows.;A_GREATER_B
Storage issues aside, most experts believe that the plist method of OS X is superior to the configuration mechanism of Windows.;A_GREATER_B
The trackpad in my opinion is pretty bad, but it's better in OS X than in Windows or Linux due to the community drivers for it.;A_GREATER_B
I now notice things about Windows that would have never bothered me before, because OS X is just so perfect compared to Windows.;A_GREATER_B
Despite the rise of the Macintosh virus, the situation is still dramatically better for OS X users than it is for Windows users.;A_GREATER_B
On a side note, I can take or leave Windows and OS X on the desktop, I'm happy with both, but OS X on laptops is totally superior.;A_GREATER_B
"We suspect that Safari 4 does better under OS X, however, so the poor Windows result probably won't matter to most Safari users.'""";A_GREATER_B
