_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1530057523,1/5/2018 14:23:23,false,3227232338,,1/5/2018 14:21:33,false,clixsense,1.0,44007008,UKR,12,Kiev,91.214.132.115,OTHER,Ford,"",Chevrolet,W,C347818842,,TRUE,"As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the Chevrolet Volt, Ford says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the *Chevrolet* Volt, §Ford$ says."
1530057523,1/5/2018 14:53:27,false,3227344747,,1/5/2018 14:51:16,false,clixsense,0.7778,42468422,TUR,68,Ankara,176.88.17.166,BETTER,Ford,"",Chevrolet,W,C347818842,,TRUE,"As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the Chevrolet Volt, Ford says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the *Chevrolet* Volt, §Ford$ says."
1530057523,1/5/2018 15:15:56,false,3227428483,,1/5/2018 14:51:22,false,clixsense,0.7143,36181479,RUS,40,Kurgan,176.215.148.22,OTHER,Ford,"",Chevrolet,W,C347818842,,TRUE,"As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the Chevrolet Volt, Ford says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the *Chevrolet* Volt, §Ford$ says."
1530057525,1/5/2018 14:24:39,false,3227236766,,1/5/2018 14:23:58,false,neodev,1.0,39834334,VEN,02,Barcelona,190.207.73.104,BETTER,Samsung,"",Toshiba,W,Q2733431130,,TRUE,The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower Toshiba drive and the faster Samsung drive.,"The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> drive and the faster <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> drive.",The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower *Toshiba* drive and the faster §Samsung$ drive.
1530057525,1/5/2018 14:25:21,false,3227239289,,1/5/2018 14:24:00,false,neodev,0.875,44059788,BIH,01,Sarajevo,46.36.176.135,WORSE,Samsung,"",Toshiba,W,Q2733431130,,TRUE,The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower Toshiba drive and the faster Samsung drive.,"The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> drive and the faster <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> drive.",The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower *Toshiba* drive and the faster §Samsung$ drive.
1530057525,1/5/2018 14:26:53,false,3227245372,,1/5/2018 14:23:58,false,neodev,0.8571,44132631,VEN,"","",190.78.157.108,WORSE,Samsung,"",Toshiba,W,Q2733431130,,TRUE,The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower Toshiba drive and the faster Samsung drive.,"The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> drive and the faster <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> drive.",The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower *Toshiba* drive and the faster §Samsung$ drive.
1530057527,1/5/2018 14:23:56,false,3227234332,,1/5/2018 14:23:23,false,neodev,1.0,39834334,VEN,02,Barcelona,190.207.73.104,WORSE,Toyota,"",Chrysler,W,E676524787,,TRUE,"Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just Chrysler, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... Toyota, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span>, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just *Chrysler*, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... §Toyota$, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales."
1530057527,1/5/2018 14:24:39,false,3227236777,,1/5/2018 14:23:26,false,clixsense,1.0,44007008,UKR,12,Kiev,91.214.132.115,NONE,Toyota,"",Chrysler,W,E676524787,,TRUE,"Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just Chrysler, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... Toyota, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span>, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just *Chrysler*, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... §Toyota$, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales."
1530057527,1/5/2018 14:25:09,false,3227238487,,1/5/2018 14:23:36,false,clixsense,0.875,43855959,VEN,"","",190.39.137.171,NONE,Toyota,"",Chrysler,W,E676524787,,TRUE,"Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just Chrysler, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... Toyota, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span>, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just *Chrysler*, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... §Toyota$, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales."
1530057528,1/5/2018 14:23:23,false,3227232350,,1/5/2018 14:21:33,false,clixsense,1.0,44007008,UKR,12,Kiev,91.214.132.115,OTHER,Microsoft,"",Apple,W,K1713590026,,TRUE,Microsoft continues to disappoint; not sure who's support is worse between Apple & MS.,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> continues to disappoint; not sure who's support is worse between <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> & MS.",*Microsoft* continues to disappoint; not sure who's support is worse between §Apple$ & MS.
