
[BetweenWords(first_occ_a=True, first_occ_b=False, word_a='OBJECT_A',
       word_b='OBJECT_B'), BeforeAfterWord(before=True, first_occ=True, word_a='OBJECT_A'), BeforeAfterWord(before=False, first_occ=False, word_a='OBJECT_B')]


SelectKBest(k='all', score_func=<function f_classif at 0x10a498bf8>)


LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0)


             precision    recall  f1-score   support

A_GREATER_B       0.59      0.27      0.37        37
 A_LESSER_B       0.41      0.36      0.38        25
    NO_COMP       0.80      0.90      0.85       174

avg / total       0.72      0.75      0.72       236



[[ 10   2  25]
 [  1   9  15]
 [  6  11 157]]





==== A_GREATER_B ====

A_GREATER_B;CTX_B_trickier;0.912488
A_GREATER_B;CTX_B_switched;0.708551
A_GREATER_B;BETW_superior;0.675809
A_GREATER_B;CTX_A_came;0.643617
A_GREATER_B;CTX_A_seen;0.623298
A_GREATER_B;BETW_better;0.556860
A_GREATER_B;CTX_A_beauty;0.552969
A_GREATER_B;CTX_B_convinced;0.516315
A_GREATER_B;BETW_convinced;0.516315
A_GREATER_B;CTX_A_convinced;0.516315
A_GREATER_B;CTX_A_seems;0.514495
A_GREATER_B;BETW_decided;0.499373
A_GREATER_B;CTX_B_run;0.491670
A_GREATER_B;CTX_B_started;0.475013
A_GREATER_B;BETW_fun;0.473315
A_GREATER_B;CTX_B_little;0.471798
A_GREATER_B;CTX_B_paper;0.452236
A_GREATER_B;CTX_B_raw;0.451670
A_GREATER_B;CTX_A_systems;0.444394
A_GREATER_B;CTX_B_required;0.443032
A_GREATER_B;BETW_feels;0.439916
A_GREATER_B;CTX_B_nrails;0.438300
A_GREATER_B;CTX_A_popularity;0.438300
A_GREATER_B;BETW_seen;0.425674
A_GREATER_B;CTX_B_lisp;0.418907
A_GREATER_B;CTX_B_irrespective;0.405046
A_GREATER_B;CTX_B_suits;0.394511
A_GREATER_B;CTX_B_concepts;0.384330
A_GREATER_B;CTX_B_framework;0.381594
A_GREATER_B;BETW_oriented;0.370627
A_GREATER_B;BETW_object;0.370627
A_GREATER_B;CTX_A_prefer;0.368558
A_GREATER_B;CTX_A_ago;0.366413
A_GREATER_B;CTX_A_show;0.363791
A_GREATER_B;CTX_A_work;0.360636
A_GREATER_B;CTX_B_metaprogramming;0.355824
A_GREATER_B;CTX_A_popular;0.352166
A_GREATER_B;CTX_B_pedal;0.351918
A_GREATER_B;CTX_B_metal;0.351918
A_GREATER_B;CTX_B_gas;0.351918
A_GREATER_B;BETW_still;0.348681
A_GREATER_B;CTX_B_phds;0.345077
A_GREATER_B;CTX_A_nevder;0.340025
A_GREATER_B;CTX_A_historically;0.340025
A_GREATER_B;CTX_A_unix;0.339754
A_GREATER_B;CTX_B_see;0.339070
A_GREATER_B;BETW_user;0.332395
A_GREATER_B;CTX_A_approach;0.327326
A_GREATER_B;BETW_like;0.325299
A_GREATER_B;BETW_longer;0.324922

==== A_LESSER_B ====

A_LESSER_B;BETW_worse;1.095705
A_LESSER_B;CTX_B_groovy;1.076286
A_LESSER_B;CTX_A_job;0.881481
A_LESSER_B;CTX_B_libraries;0.698047
A_LESSER_B;CTX_B_user;0.524626
A_LESSER_B;BETW_even;0.523385
A_LESSER_B;CTX_A_choose;0.489805
A_LESSER_B;CTX_A_appears;0.475319
A_LESSER_B;CTX_B_thought;0.461414
A_LESSER_B;BETW_say;0.449373
A_LESSER_B;BETW_love;0.439088
A_LESSER_B;CTX_B_timtowtdi;0.436143
A_LESSER_B;BETW_prefer;0.424736
A_LESSER_B;CTX_B_terrible;0.415429
A_LESSER_B;BETW_think;0.412404
A_LESSER_B;CTX_A_chose;0.411250
A_LESSER_B;CTX_B_af;0.394828
A_LESSER_B;BETW_better;0.394346
A_LESSER_B;CTX_B_provide;0.390678
A_LESSER_B;CTX_B_large;0.389074
A_LESSER_B;CTX_A_object_b;0.385441
A_LESSER_B;CTX_A_reasons;0.383678
A_LESSER_B;CTX_A_better;0.379546
A_LESSER_B;CTX_A_switched;0.364573
A_LESSER_B;CTX_B_post;0.352326
A_LESSER_B;CTX_B_games;0.348647
A_LESSER_B;CTX_B_library;0.342282
A_LESSER_B;CTX_B_mba;0.341759
A_LESSER_B;CTX_A_scientific;0.327142
A_LESSER_B;CTX_B_d200;0.316471
A_LESSER_B;CTX_B_single;0.316146
A_LESSER_B;CTX_A_opengl;0.315854
A_LESSER_B;CTX_A_pathways;0.311948
A_LESSER_B;CTX_A_allowed;0.311948
