feature,class,f1,precision,recall
full_paths_original_4_aip,Overall,0.6923531544482404,0.7275458328825682,0.7554206418039896
full_paths_original_4_aip,BETTER,0.3017543859649123,0.6515151515151515,0.1963470319634703
full_paths_original_4_aip,WORSE,0.1308411214953271,0.5833333333333334,0.07368421052631578
full_paths_original_4_aip,NONE,0.8578892371995821,0.7637209302325582,0.9785458879618594
full_paths_original_4_aip,Overall,0.6865707797514148,0.7245773255506388,0.7526041666666666
full_paths_original_4_aip,BETTER,0.2710622710622711,0.6727272727272727,0.16972477064220184
full_paths_original_4_aip,WORSE,0.14545454545454545,0.5333333333333333,0.08421052631578947
full_paths_original_4_aip,NONE,0.8558042686100988,0.7597042513863217,0.9797377830750894
full_paths_original_4_aip,Overall,0.6877096315234217,0.7002569198979302,0.7526041666666666
full_paths_original_4_aip,BETTER,0.3066202090592335,0.6376811594202898,0.2018348623853211
full_paths_original_4_aip,WORSE,0.05660377358490566,0.2727272727272727,0.031578947368421054
full_paths_original_4_aip,NONE,0.858189429618001,0.7649253731343284,0.9773539928486293
full_paths_original_4_aip,Overall,0.6970228751261618,0.7237149948744575,0.7586805555555556
full_paths_original_4_aip,BETTER,0.32055749128919864,0.6666666666666666,0.21100917431192662
full_paths_original_4_aip,WORSE,0.11111111111111113,0.46153846153846156,0.06315789473684211
full_paths_original_4_aip,NONE,0.8611838658983761,0.7682242990654206,0.9797377830750894
full_paths_original_4_aip,Overall,0.6958444297033817,0.7186544786010417,0.7608695652173914
full_paths_original_4_aip,BETTER,0.3131672597864769,0.6984126984126984,0.2018348623853211
full_paths_original_4_aip,WORSE,0.07476635514018691,0.3076923076923077,0.0425531914893617
full_paths_original_4_aip,NONE,0.8650627615062761,0.7700186219739292,0.986873508353222
full_paths_original_8,Overall,0.6920699501753719,0.7055373702395021,0.751084128360798
full_paths_original_8,BETTER,0.33663366336633666,0.6071428571428571,0.2328767123287671
full_paths_original_8,WORSE,0.07619047619047618,0.4,0.042105263157894736
full_paths_original_8,NONE,0.8545837723919915,0.7658168083097262,0.966626936829559
full_paths_original_8,Overall,0.6965325689666473,0.7425469238063366,0.7595486111111112
full_paths_original_8,BETTER,0.3093525179856115,0.7166666666666668,0.19724770642201836
