_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1572197908,false,finalized,3,2/2/2018 13:36:12,NONE,1.0,Google,,Intel,,D506205855,,True,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","Companies like <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, MasterCard, Acer, and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> are also planning to adopt NFC in their systems to better their services in many countries worldwide.","Companies like *Intel*, MasterCard, Acer, and §Google$ are also planning to adopt NFC in their systems to better their services in many countries worldwide."
1572197909,false,finalized,3,2/2/2018 13:36:26,BETTER,1.0,Samsung,,Toshiba,,I1260192556,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","In fact, the <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> is superior to the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> in all aspects except for the black level and the on-board audio.","In fact, the *Toshiba* is superior to the §Samsung$ in all aspects except for the black level and the on-board audio."
1572197910,false,finalized,3,2/2/2018 13:35:08,NONE,1.0,Ferrari,,Renault,,E701766375,,False,Samsung and Motorola both did a purchase.,"Federico Gasperetti (ITA)/Federico <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> (ITA) <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> Mégane R.S. N4",Federico Gasperetti (ITA)/Federico *Ferrari* (ITA) §Renault$ Mégane R.S. N4
1572197911,false,finalized,3,2/2/2018 13:36:14,NONE,0.6903,IBM,,Intel,,R2821985111,,True,"Advil, Motrin, Nuprin ), Naproxen ( e.g.","This enhancement allows customer to use an equivalent or faster <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>-processor based servers from HP, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, and Dell.","This enhancement allows customer to use an equivalent or faster *Intel*-processor based servers from HP, §IBM$, and Dell."
1572197912,false,finalized,3,2/2/2018 13:35:08,BETTER,1.0,Microsoft,,Amazon,,K1713562154,,True,"EFI was developed by Microsoft and Intel as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Azure performed better than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article .","*Microsoft* Azure performed better than §Amazon$ Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article ."
1572197913,false,finalized,3,2/2/2018 13:36:18,NONE,0.6364,Ford,,Honda,,T3173142468,,True,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.","Why can't <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> puts better handling into the FWD Fusion if <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> can do it 10 years ago?",Why can't *Ford* puts better handling into the FWD Fusion if §Honda$ can do it 10 years ago?
1572197914,false,finalized,3,2/2/2018 13:36:18,NONE,1.0,Google,,Kingston,,R2870085823,,False,"since ive never had motrin, remind me differnce from advil.","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>, WD, Yahoo, MSI, XFX, Huawei My blog","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, *Google* etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, §Kingston$, WD, Yahoo, MSI, XFX, Huawei My blog"
1572197915,false,finalized,3,2/2/2018 13:34:25,NONE,1.0,Toyota,,Chrysler,,C370643168,,True,All they deal with is Ferrari and bmw.,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> FJ.","A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the *Chrysler* PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and §Toyota$ FJ."
1572197916,false,finalized,3,2/2/2018 13:36:26,NONE,1.0,Samsung,,Motorola,,N2130778182,,False,He pointed to Hewlett-Packard and Dell as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> both did a purchase.",*Samsung* and §Motorola$ both did a purchase.
1572197917,false,finalized,3,2/2/2018 13:34:33,NONE,1.0,Advil,,Motrin,,A151622218,,False,"U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.","<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Nuprin ), Naproxen ( e.g.","*Advil*, §Motrin$, Nuprin ), Naproxen ( e.g."
