_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1532714377,1/5/2018 17:14:46,false,3227839558,,1/5/2018 17:12:38,false,clixsense,0.8889,42980358,SRB,"","",77.243.22.57,NONE,Ford,"",Toyota,N,G988583627,,TRUE,"Not to be outdone by laptop rival Sony, Dell yesterday announced the availability of SSD (solid-state drive) technology for its Latitude D420 and D620 notebooks.","How much better did <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and GM get once <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> became a viable competitor-ergo, a real threat?","How much better did *Ford* and GM get once §Toyota$ became a viable competitor-ergo, a real threat?"
1532714377,1/5/2018 17:15:46,false,3227842720,,1/5/2018 17:14:59,false,clixsense,0.8696,37735052,ROU,10,Bucharest,5.12.206.200,BETTER,Ford,"",Toyota,N,G988583627,,TRUE,"Not to be outdone by laptop rival Sony, Dell yesterday announced the availability of SSD (solid-state drive) technology for its Latitude D420 and D620 notebooks.","How much better did <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and GM get once <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> became a viable competitor-ergo, a real threat?","How much better did *Ford* and GM get once §Toyota$ became a viable competitor-ergo, a real threat?"
1532714377,1/5/2018 17:19:42,false,3227853570,,1/5/2018 17:18:45,false,neodev,0.8667,44080492,VEN,"","",190.198.69.159,OTHER,Ford,"",Toyota,N,G988583627,,TRUE,"Not to be outdone by laptop rival Sony, Dell yesterday announced the availability of SSD (solid-state drive) technology for its Latitude D420 and D620 notebooks.","How much better did <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and GM get once <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> became a viable competitor-ergo, a real threat?","How much better did *Ford* and GM get once §Toyota$ became a viable competitor-ergo, a real threat?"
1532714378,1/5/2018 17:08:38,false,3227823077,,1/5/2018 17:07:04,false,elite,0.8,44081034,SRB,00,Belgrade,87.116.178.177,BETTER,Honda,"",BMW,N,M1981997867,,TRUE,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?","People only believe your drive a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> is because you are a wealthy individual who can afford a better car than a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic.",People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.
1532714378,1/5/2018 17:09:02,false,3227824174,,1/5/2018 17:07:08,false,neodev,0.8,44060842,VEN,25,Caracas,186.167.243.35,BETTER,Honda,"",BMW,N,M1981997867,,TRUE,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?","People only believe your drive a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> is because you are a wealthy individual who can afford a better car than a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic.",People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.
1532714378,1/5/2018 17:22:23,false,3227860827,,1/5/2018 17:20:47,false,clixsense,0.7143,32511095,BRA,27,Sao Paulo,187.38.35.140,BETTER,Honda,"",BMW,N,M1981997867,,TRUE,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?","People only believe your drive a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> is because you are a wealthy individual who can afford a better car than a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic.",People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.
1532714379,1/5/2018 17:15:29,false,3227841801,,1/5/2018 17:14:58,false,neodev,0.9167,41122119,VEN,"","",190.78.24.78,NONE,Ibuprofen,"",Advil,N,N2120184696,,TRUE,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> like <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications."
1532714379,1/5/2018 17:16:10,false,3227843740,,1/5/2018 17:14:58,false,neodev,1.0,36113457,EGY,11,Cairo,41.237.41.169,NONE,Ibuprofen,"",Advil,N,N2120184696,,TRUE,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> like <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications."
1532714379,1/5/2018 17:16:36,false,3227845042,,1/5/2018 17:14:58,false,elite,0.75,43224096,SRB,00,Belgrade,87.116.177.225,NONE,Ibuprofen,"",Advil,N,N2120184696,,TRUE,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> like <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications."
1532714380,1/5/2018 17:13:42,false,3227836512,,1/5/2018 17:12:47,false,clixsense,0.8696,37735052,ROU,10,Bucharest,5.12.206.200,NONE,Intel,"",Kingston,N,P2536976326,,TRUE,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, ibuprofen like Advil, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","The <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 40GB SSD based on the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.",The *Kingston* 40GB SSD based on the §Intel$ controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.
