feature,class,f1,precision,recall
full_paths_original_4_aip,Overall,0.6103942652329749,0.5285536933581626,0.7222222222222222
full_paths_original_4_aip,BETTER,0.0,0.0,0.0
full_paths_original_4_aip,WORSE,0.0,0.0,0.0
full_paths_original_4_aip,NONE,0.8387096774193549,0.7262569832402235,0.9923664122137404
middle_paths_unrestricted_16,Overall,0.31733622418139174,0.45614847594819197,0.2763888888888889
middle_paths_unrestricted_16,BETTER,0.21867881548974943,0.15867768595041323,0.3516483516483517
middle_paths_unrestricted_16,WORSE,0.06941431670281996,0.046783625730994156,0.13445378151260504
middle_paths_unrestricted_16,NONE,0.3711875405580791,0.5801217038539553,0.2729007633587786
Bag-Of-Words,Overall,0.8503141611457425,0.8467646819563797,0.8590277777777777
Bag-Of-Words,BETTER,0.7578558225508318,0.7649253731343284,0.7509157509157509
Bag-Of-Words,WORSE,0.40837696335078527,0.5416666666666666,0.3277310924369748
Bag-Of-Words,NONE,0.9245810055865923,0.9027272727272727,0.9475190839694656
InferSent,Overall,0.8530698138613874,0.849651194660926,0.8618055555555556
InferSent,BETTER,0.7715355805243446,0.789272030651341,0.7545787545787546
InferSent,WORSE,0.41666666666666663,0.547945205479452,0.33613445378151263
InferSent,NONE,0.9238625812441968,0.8996383363471971,0.9494274809160306
Word Embedding,Overall,0.8198891518068737,0.8141029129508695,0.8361111111111111
Word Embedding,BETTER,0.6990990990990991,0.6879432624113475,0.7106227106227107
Word Embedding,WORSE,0.24096385542168675,0.425531914893617,0.16806722689075632
Word Embedding,NONE,0.9170912459471978,0.8910891089108911,0.9446564885496184
POS n-grams,Overall,0.7786143804045271,0.7696994300697519,0.7972222222222223
POS n-grams,BETTER,0.6021505376344085,0.5894736842105263,0.6153846153846154
POS n-grams,WORSE,0.16249999999999998,0.3170731707317073,0.1092436974789916
POS n-grams,NONE,0.8945420906567992,0.8680430879712747,0.9227099236641222
Contains JJR,Overall,0.7551246457911786,0.7226036347651112,0.7909722222222222
Contains JJR,BETTER,0.5703971119133575,0.5622775800711743,0.5787545787545788
Contains JJR,WORSE,0.0,0.0,0.0
Contains JJR,NONE,0.8889895786135025,0.8464193270060397,0.9360687022900763
