_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,orig__golden,a,b,file,id,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable,type
1632653029,false,finalized,2,3/16/2018 19:24:49,WORSE,1.0,False,juice,cider,jbt-data,B326110412,,,True,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting.",jbt
1632653030,false,finalized,2,3/16/2018 19:25:19,WORSE,1.0,False,google,amazon,jbt-data,J1521912207,,,True,I was using google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.,jbt
1632653031,false,finalized,2,3/16/2018 19:23:20,WORSE,1.0,False,carolina,pennsylvania,jbt-data,M1979675884,,,True,"pennsylvania is no better, but states such as South carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax.",jbt
1632653032,false,finalized,2,3/16/2018 19:26:24,BETTER,1.0,False,stanford,mit,jbt-data,K1722396324,,,True,"mit is harder to graduate from (on average probably, at minimum certainly) than HYP or stanford.","<span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> is harder to graduate from (on average probably, at minimum certainly) than HYP or <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>.","*mit* is harder to graduate from (on average probably, at minimum certainly) than HYP or §stanford$.",jbt
1632653033,false,finalized,2,3/16/2018 19:25:20,WORSE,1.0,False,golf,tennis,jbt-data,O2348728670,,,True,"tennis is so much harder on the body than golf,"" he said.","<span style=color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is so much harder on the body than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>,"" he said.","*tennis* is so much harder on the body than §golf$, he said.",jbt
1632653034,false,finalized,2,3/16/2018 19:24:27,BETTER,0.5039,False,georgia,missouri,jbt-data,T3161167094,,,True,"While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.","While <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> has solid football programs, they do not compare to states like Florida, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> and Texas.","While *missouri* has solid football programs, they do not compare to states like Florida, §georgia$ and Texas.",jbt
1632653035,false,finalized,2,3/16/2018 19:27:47,NONE,1.0,False,reagan,nixon,jbt-data,L1858903515,,,True,"Obama is much worse than nixon, reagan, and W. Bush all rolled into one.","Obama is much worse than <span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>, and W. Bush all rolled into one.","Obama is much worse than *nixon*, §reagan$, and W. Bush all rolled into one.",jbt
1632653036,false,finalized,2,3/16/2018 19:26:21,WORSE,1.0,False,stanford,mit,jbt-data,T3220097683,,,True,"Yale offered nothing at all really, mit was a little nicer, but by far stanford offered the best FA package.","Yale offered nothing at all really, <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> was a little nicer, but by far <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span> offered the best FA package.","Yale offered nothing at all really, *mit* was a little nicer, but by far §stanford$ offered the best FA package.",jbt
1632653037,false,finalized,2,3/16/2018 19:24:59,WORSE,0.5,False,baseball,tennis,jbt-data,H1172635608,,,True,"I know I'm coming late to the party, but tennis is (in my mind) indisputably harder than baseball.","I know I'm coming late to the party, but <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is (in my mind) indisputably harder than <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span>.","I know I'm coming late to the party, but *tennis* is (in my mind) indisputably harder than §baseball$.",jbt
1632653038,false,finalized,2,3/16/2018 19:26:07,WORSE,1.0,False,pizza,pasta,jbt-data,Q2606714093,,,True,"The pasta was mediocre, not as memorable as the pizza.","The <span style=""color: #9A14B2; font-weight: bold"">pasta:[OBJECT_A]</span> was mediocre, not as memorable as the <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span>.","The *pasta* was mediocre, not as memorable as the §pizza$.",jbt
