_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,gold_label,id,label_gold,marker,raw_text,text_html,text_readable
1543286508,false,finalized,3,1/12/2018 13:41:11,WORSE,0.6873,juice,,cider,W,B326110412,,true,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting."
1543286509,false,finalized,3,1/12/2018 13:34:56,WORSE,1.0,google,,amazon,W,J1521912207,,true,I was using Google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.
1543286510,false,finalized,3,1/12/2018 13:37:24,OTHER,0.6726,carolina,,pennsylvania,W,M1979675884,,true,"Pennsylvania is no better, but states such as South Carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax."
1543286511,false,finalized,3,1/12/2018 13:36:56,WORSE,1.0,fox,,cnn,W,B317690396,,true,"Anyway, between Beck and Lou Dobbs, CNN is frequently far worse than Fox News.","Anyway, between Beck and Lou Dobbs, <span style=""color: #9A14B2; font-weight: bold"">cnn:[OBJECT_A]</span> is frequently far worse than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> News.","Anyway, between Beck and Lou Dobbs, *cnn* is frequently far worse than §fox$ News."
1543286512,false,finalized,3,1/12/2018 13:38:22,WORSE,1.0,wii,,gamecube,W,R2909183183,,true,To answer your question yes the Wii U is selling worse than the Gamecube and N64.,"To answer your question yes the <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> U is selling worse than the <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span> and N64.",To answer your question yes the *wii* U is selling worse than the §gamecube$ and N64.
1543286513,false,finalized,4,1/12/2018 14:52:03,WORSE,0.7716,stanford,,mit,W,K1722396324,,true,"MIT is harder to graduate from (on average probably, at minimum certainly) than HYP or Stanford.","<span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> is harder to graduate from (on average probably, at minimum certainly) than HYP or <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>.","*mit* is harder to graduate from (on average probably, at minimum certainly) than HYP or §stanford$."
1543286514,false,finalized,3,1/12/2018 13:35:50,WORSE,1.0,golf,,tennis,W,O2348728670,,true,"Tennis is so much harder on the body than golf, he said.","<span style=color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is so much harder on the body than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>,"" he said.","*tennis* is so much harder on the body than §golf$, he said."
1543286515,false,finalized,3,1/12/2018 13:40:50,WORSE,1.0,georgia,,missouri,W,T3161167094,,true,"While Missouri has solid football programs, they do not compare to states like Florida, Georgia and Texas.","While <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> has solid football programs, they do not compare to states like Florida, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> and Texas.","While *missouri* has solid football programs, they do not compare to states like Florida, §georgia$ and Texas."
1543286516,false,finalized,3,1/12/2018 13:35:31,OTHER,1.0,reagan,,nixon,W,L1858903515,,true,"Obama is much worse than Nixon, Reagan, and W. Bush all rolled into one.","Obama is much worse than <span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>, and W. Bush all rolled into one.","Obama is much worse than *nixon*, §reagan$, and W. Bush all rolled into one."
1543286517,false,finalized,3,1/12/2018 13:40:38,WORSE,0.6371,stanford,,mit,W,T3220097683,,true,"Yale offered nothing at all really, MIT was a little nicer, but by far Stanford offered the best FA package.","Yale offered nothing at all really, <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> was a little nicer, but by far <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span> offered the best FA package.","Yale offered nothing at all really, *mit* was a little nicer, but by far §stanford$ offered the best FA package."
1543286518,false,finalized,3,1/12/2018 14:17:49,WORSE,1.0,football,,basketball,W,A58777035,,true,2) Basketball recruiting is slower than football.,"2) <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> recruiting is slower than <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span>.",2) *basketball* recruiting is slower than §football$.
1543286519,false,finalized,3,1/12/2018 14:17:49,WORSE,1.0,baseball,,tennis,W,H1172635608,,true,"I know I'm coming late to the party, but tennis is (in my mind) indisputably harder than baseball.","I know I'm coming late to the party, but <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is (in my mind) indisputably harder than <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span>.","I know I'm coming late to the party, but *tennis* is (in my mind) indisputably harder than §baseball$."
1543286520,false,finalized,3,1/12/2018 14:59:22,WORSE,1.0,pizza,,pasta,W,Q2606714093,,true,"The pasta was mediocre, not as memorable as the pizza.","The <span style=""color: #9A14B2; font-weight: bold"">pasta:[OBJECT_A]</span> was mediocre, not as memorable as the <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span>.","The *pasta* was mediocre, not as memorable as the §pizza$."
1543286521,false,finalized,3,1/12/2018 13:37:37,WORSE,0.6538,laptop,,iphone,W,A109112123,,true,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iPhone.,"95% of the the things I do with my <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> on the road will be accomplished far easier and faster with the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",95% of the the things I do with my *laptop* on the road will be accomplished far easier and faster with the §iphone$.
1543286522,false,finalized,4,1/12/2018 13:37:42,NONE,1.0,carolina,,michigan,W,S2972495180,,true,"Unless KU plays a lot better, I don't think they will handle North Carolina, and certainly not Michigan.","Unless KU plays a lot better, I don't think they will handle North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span>, and certainly not <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>.","Unless KU plays a lot better, I don't think they will handle North *carolina*, and certainly not §michigan$."
1543286523,false,finalized,4,1/12/2018 14:53:03,WORSE,0.4936,wii,,ds,W,P2469199001,,true,"The DS versions looks really good, but Wii could look alot better.","The <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> versions looks really good, but <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span> could look alot better.","The *ds* versions looks really good, but §wii$ could look alot better."
1543286524,false,finalized,3,1/12/2018 13:39:21,WORSE,1.0,virginia,,michigan,W,C358392517,,true,"As good as Michigan has been defensively this season, Virginia has been even better.","As good as <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> has been defensively this season, <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> has been even better.","As good as *michigan* has been defensively this season, §virginia$ has been even better."
1543286525,false,finalized,3,1/12/2018 13:36:56,BETTER,0.6477,georgia,,michigan,W,J1475921268,,true,"It was a little cooler here in Michigan that it was in Florida and Georgia, but in reality not all that bad for the time of year.","It was a little cooler here in <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> that it was in Florida and <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, but in reality not all that bad for the time of year.","It was a little cooler here in *michigan* that it was in Florida and §georgia$, but in reality not all that bad for the time of year."
1543286526,false,finalized,3,1/12/2018 13:37:09,NONE,1.0,ds,N,ps3,O,T3268029423,,true,You're better off buying a copy of Hotel Dusk for the DS or a PS3 title.,"You're better off buying a copy of Hotel Dusk for the <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> or a <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span> title.",You're better off buying a copy of Hotel Dusk for the *ds* or a §ps3$ title.
1543286527,false,finalized,3,1/12/2018 14:53:12,NONE,0.618,sandwich,N,sausage,O,P2533877672,,true,The Jimmy Dean sandwich had far better sausage.,"The Jimmy Dean <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span> had far better <span style=""color: #6CB219; font-weight: bold"">sausage:[OBJECT_B]</span>.",The Jimmy Dean *sandwich* had far better §sausage$.
1543286528,false,finalized,3,1/12/2018 13:38:50,OTHER,0.6692,soup,,pizza,O,R2836502183,,true,"This is because the ingredients used in Pizza Hut set lunch will likely cost more, and its soup is better than that of Delifrance.","This is because the ingredients used in <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> Hut set lunch will likely cost more, and its <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span> is better than that of Delifrance.","This is because the ingredients used in *pizza* Hut set lunch will likely cost more, and its §soup$ is better than that of Delifrance."
