_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1532714377,false,finalized,3,1/5/2018 17:19:42,NONE,0.3386,Ford,"",Toyota,N,G988583627,,TRUE,"Not to be outdone by laptop rival Sony, Dell yesterday announced the availability of SSD (solid-state drive) technology for its Latitude D420 and D620 notebooks.","How much better did <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and GM get once <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> became a viable competitor-ergo, a real threat?","How much better did *Ford* and GM get once §Toyota$ became a viable competitor-ergo, a real threat?"
1532714378,false,finalized,3,1/5/2018 17:22:23,BETTER,1.0,Honda,"",BMW,N,M1981997867,,TRUE,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?","People only believe your drive a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> is because you are a wealthy individual who can afford a better car than a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic.",People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.
1532714379,false,finalized,3,1/5/2018 17:16:36,NONE,1.0,Ibuprofen,"",Advil,N,N2120184696,,TRUE,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> like <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications."
1532714380,false,finalized,3,1/5/2018 17:15:53,OTHER,0.6743,Intel,"",Kingston,N,P2536976326,,TRUE,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, ibuprofen like Advil, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","The <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 40GB SSD based on the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.",The *Kingston* 40GB SSD based on the §Intel$ controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.
1532714381,false,finalized,4,1/5/2018 17:19:44,OTHER,0.736,Nike,"",Adidas,N,M1993019899,,TRUE,The Kingston 40GB SSD based on the Intel controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.,"Pharoahe's Official like Starter, hit harder than Fort Green Authentic, <span style=color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,""","Pharoahe's Official like Starter, hit harder than Fort Green Authentic, *Nike*, §Adidas$ and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,"
1532714382,false,finalized,3,1/5/2018 17:19:55,NONE,1.0,Advil,"",Motrin,N,A151621104,,FALSE,"Pharoahe's Official like Starter, hit harder than Fort Green Authentic, Nike, Adidas and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,","<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> Aleve Bayer Aspirin Ecotrin Excedrin <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>",*Advil* Aleve Bayer Aspirin Ecotrin Excedrin §Motrin$
1532714384,false,finalized,3,1/5/2018 17:38:26,NONE,1.0,Ferrari,"",BMW,N,I1404072421,,FALSE,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,"It is <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, not <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>.","It is *BMW*, not §Ferrari$."
1532714385,false,finalized,3,1/5/2018 17:15:52,OTHER,0.6667,Ibuprofen,"",Advil,N,I1291955239,,TRUE,"It is BMW, not Ferrari.","Instead of tylenol, it may be better to take ASAs (Aspirin) or <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","Instead of tylenol, it may be better to take ASAs (Aspirin) or *Ibuprofen* (§Advil$), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT"
1532714386,false,finalized,3,1/5/2018 17:16:50,NONE,1.0,Advil,"",Motrin,N,K1745010205,,FALSE,"Instead of tylenol, it may be better to take ASAs (Aspirin) or ibuprofen (Advil), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","<span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>®, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>®, Aleve®), and painkillers.","*Motrin*®, §Advil$®, Aleve®), and painkillers."
1532714387,false,finalized,3,1/5/2018 17:09:51,NONE,1.0,Google,"",Intel,N,I1380591853,,TRUE,"Motrin®, Advil®, Aleve®), and painkillers.","It has Dual Core <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron Processor with 100 GB <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive Storage with 16 GB Solid State Drive.",It has Dual Core *Intel* Celeron Processor with 100 GB §Google$ Drive Storage with 16 GB Solid State Drive.
