id,label,new_sentence,sentence
1445637774,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, too) undoubtedly influenced people's votes when it","OBJECT_A, and OBJECT_B, too) undoubtedly influenced people's votes when it"
1445637775,NO_COMP,"I'd go with <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.",I'd go with OBJECT_A or OBJECT_B.
1445637776,NO_COMP,"This is potentially useful for <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, PHP, JS and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.","This is potentially useful for OBJECT_A, PHP, JS and OBJECT_B."
1445637777,NO_COMP,"And your other server languages like <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, PHP, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, etc.","And your other server languages like OBJECT_A, PHP, OBJECT_B, etc."
1445637778,NO_COMP,"Java learned a lot from <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> and even C#.","Java learned a lot from OBJECT_A, OBJECT_B and even C#."
1445637779,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>/Groovy/Perl is:",OBJECT_A/OBJECT_B/Groovy/Perl is:
1445637780,NO_COMP,"Java, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Perl, also all work.","Java, OBJECT_A, OBJECT_B, Perl, also all work."
1445637781,NO_COMP,"highlighting mzscheme, perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> by default.","highlighting mzscheme, perl, OBJECT_A, and OBJECT_B by default."
1445637782,NO_COMP,"Highly skilled in Perl, PHP, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> programming languages.","Highly skilled in Perl, PHP, OBJECT_A, OBJECT_B programming languages."
1445637783,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, java, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, php, javascript","OBJECT_A, java, OBJECT_B, php, javascript"
1445637784,NO_COMP,"So it comes down to <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.",So it comes down to OBJECT_A and OBJECT_B.
1445637785,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> Compiled languages - e.g.","OBJECT_A, OBJECT_B Compiled languages - e.g."
1445637786,NO_COMP,"However, there is <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> Rails to consider.","However, there is OBJECT_A and OBJECT_B Rails to consider."
1445637787,NO_COMP,"Perl, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, and Unix shell scripts are also used.","Perl, OBJECT_A, OBJECT_B, and Unix shell scripts are also used."
1445637788,NO_COMP,"Possibly <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.",Possibly OBJECT_A or OBJECT_B.
1445637789,NO_COMP,"Groovy, Perl, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Bash).","Groovy, Perl, OBJECT_A, OBJECT_B, Bash)."
1445637790,NO_COMP,"Speed: similar to Perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.","Speed: similar to Perl, OBJECT_A, OBJECT_B."
1445637791,NO_COMP,"Drop it immediately and start learning PHP, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.","Drop it immediately and start learning PHP, OBJECT_A, or OBJECT_B."
1445637792,NO_COMP,"language such as JavaScript, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Groovy, etc.).","language such as JavaScript, OBJECT_A, OBJECT_B, Groovy, etc.)."
1445637793,NO_COMP,"PHP, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, or <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>?","PHP, OBJECT_A, or OBJECT_B?"
1445637794,BETTER,"I prefer <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> on windows.",I prefer OBJECT_A over OBJECT_B on windows.
1445637795,NO_COMP,"Perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, PHP, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>), forking isn't a problem.","Perl, OBJECT_A, PHP, OBJECT_B), forking isn't a problem."
1445637796,NO_COMP,"Perl, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> and C# are good ones.","Perl, OBJECT_A, OBJECT_B and C# are good ones."
1445637797,NO_COMP,"I have a extrange problem compiling <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> extension.",I have a extrange problem compiling OBJECT_A/OBJECT_B extension.
1445637798,NO_COMP,"Scripting- <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Perl, PowerShell.","Scripting- OBJECT_A, OBJECT_B, Perl, PowerShell."
1445637799,UNCLEAR,"While <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> is slightly faster, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> utilises memory better.","While OBJECT_A is slightly faster, OBJECT_B utilises memory better."
1445637800,NO_COMP,"A <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> script might work better for this....",A OBJECT_A/OBJECT_B script might work better for this....
1445637801,NO_COMP,"That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, etc.","That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, OBJECT_A, OBJECT_B, etc."
1445637802,NO_COMP,"The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.","The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/OBJECT_A/OBJECT_B."
