_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1530057523,false,finalized,3,1/5/2018 15:15:56,OTHER,0.6879,Ford,"",Chevrolet,W,C347818842,,TRUE,"As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the Chevrolet Volt, Ford says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> says.","As another option, the C-Max Energi PHEV can cover 500 miles and deliver better charge sustaining fuel economy than the *Chevrolet* Volt, §Ford$ says."
1530057525,false,finalized,3,1/5/2018 14:26:53,WORSE,0.634,Samsung,"",Toshiba,W,Q2733431130,,TRUE,The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower Toshiba drive and the faster Samsung drive.,"The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> drive and the faster <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> drive.",The tech blogs are saying that in real-world experience we probably wouldn't even notice the difference between the slower *Toshiba* drive and the faster §Samsung$ drive.
1530057527,false,finalized,3,1/5/2018 14:25:09,NONE,0.6522,Toyota,"",Chrysler,W,E676524787,,TRUE,"Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just Chrysler, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... Toyota, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span>, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales.","Every major auto maker, whether failing or not, has reported dramatic sales declines from year-earlier levels: Not just *Chrysler*, which got whacked with a massive 48 percent loss in sales ... but also General Motors, down 33 percent ... §Toyota$, down 42 percent ... and even Ford, supposedly better off, suffering a 32 percent hit to sales."
1530057528,false,finalized,3,1/5/2018 15:15:56,OTHER,0.7134,Microsoft,"",Apple,W,K1713590026,,TRUE,Microsoft continues to disappoint; not sure who's support is worse between Apple & MS.,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> continues to disappoint; not sure who's support is worse between <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> & MS.",*Microsoft* continues to disappoint; not sure who's support is worse between §Apple$ & MS.
1530057529,false,finalized,3,1/5/2018 15:02:01,WORSE,0.7074,Sony,"",Dell,W,L1774002505,,TRUE,"My personal thoughts of Dell are they are not any better than Sony, pretending people will use 64kps encoding to up their Song count size...","My personal thoughts of <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> are they are not any better than <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>, pretending people will use 64kps encoding to up their Song count size...","My personal thoughts of *Dell* are they are not any better than §Sony$, pretending people will use 64kps encoding to up their Song count size..."
1530057530,false,finalized,3,1/5/2018 14:23:38,WORSE,0.6496,Nokia,"",Samsung,W,P2579909657,,TRUE,"Then I had a samsung, which was pretty decent, but not as good as the nokia.","Then I had a <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span>, which was pretty decent, but not as good as the <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>.","Then I had a *Samsung*, which was pretty decent, but not as good as the §Nokia$."
1530057532,false,finalized,3,1/5/2018 14:25:30,WORSE,0.6691,Cadillac,"",Lexus,W,C350875711,,TRUE,"As author Mike Magrath wrote: ""Whereas the [Lexus] IS 250 turned in decent handling results and then got walked on the road, the Cadillac took everything we dared to throw at it regardless of the venue.""","As author Mike Magrath wrote: ""Whereas the [<span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span>] IS 250 turned in decent handling results and then got walked on the road, the <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> took everything we dared to throw at it regardless of the venue.""","As author Mike Magrath wrote: ""Whereas the [*Lexus*] IS 250 turned in decent handling results and then got walked on the road, the §Cadillac$ took everything we dared to throw at it regardless of the venue."""
1530057533,false,finalized,3,1/5/2018 14:31:15,WORSE,0.6522,Nikon,"",Leica,W,I1260094599,,TRUE,"In fact, there was an RF camera that was even better than the Leica M - the Nikon SP rangefinder camera.","In fact, there was an RF camera that was even better than the <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> M - the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> SP rangefinder camera.","In fact, there was an RF camera that was even better than the *Leica* M - the §Nikon$ SP rangefinder camera."
1530057534,false,finalized,3,1/5/2018 14:25:09,WORSE,1.0,Microsoft,"",Sony,W,K1713562477,,TRUE,Microsoft backed the piece of shit technologically inferior HD-DVD format and got destroyed by Sony in the market.,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> backed the piece of shit technologically inferior HD-DVD format and got destroyed by <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> in the market.",*Microsoft* backed the piece of shit technologically inferior HD-DVD format and got destroyed by §Sony$ in the market.
1530057535,false,finalized,3,1/5/2018 14:21:35,WORSE,1.0,Microsoft,"",Sony,W,K1714037027,,TRUE,"Microsoft was okay, Sony was better...How do you think Nintendo will do?","<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> was okay, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> was better...How do you think Nintendo will do?","*Microsoft* was okay, §Sony$ was better...How do you think Nintendo will do?"
1530057536,false,finalized,4,1/5/2018 14:27:36,BETTER,1.0,Ford,"",Nissan,W,R2915041596,,TRUE,"Today's Sentra is also fairly plain, competing against the Toyota Corolla, Ford Focus, Hyundai Elantra -- all of which are newer, better designs than the Nissan.","Today's Sentra is also fairly plain, competing against the Toyota Corolla, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus, Hyundai Elantra -- all of which are newer, better designs than the <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.","Today's Sentra is also fairly plain, competing against the Toyota Corolla, *Ford* Focus, Hyundai Elantra -- all of which are newer, better designs than the §Nissan$."
