,word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
0,HTTP,1120252,RAID,227144,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,45.0
1,HTTP,1120252,HTML,171483,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,822.0
2,HTTP,1120252,XML,43714,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,600.0
3,HTTP,1120252,RSS,41597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,547.0
4,HTTP,1120252,TWAIN,31396,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,8.0
5,HTTP,1120252,SQL,25597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,634.0
6,HTTP,1120252,Bluetooth,25514,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,176.0
7,HTTP,1120252,PCI,15999,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,27.0
8,HTTP,1120252,Unicode,11646,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,196.0
9,HTTP,1120252,XHTML,6365,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,326.0
10,Windows,401193,WAITS,34366,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,496.0
11,Windows,401193,Windows XP,30356,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,69.0
12,Windows,401193,Windows NT,12249,https://en.wikipedia.org/wiki/List_of_operating_systems,False,compsci,542.0
13,Windows,401193,Rhapsody,11516,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,397.0
14,Windows,401193,Windows Vista,11388,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,
15,Windows,401193,RISC OS,9726,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,222.0
16,Windows,401193,Copland,9235,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,34.0
17,Windows,401193,Windows Mobile,8561,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,664.0
18,Windows,401193,iOS,8132,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,792.0
19,Windows,401193,A/ROSE,7326,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,3.0
20,String,282915,Array,163914,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,532.0
21,String,282915,Matrix,60816,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,659.0
22,String,282915,Graph,57853,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,727.0
23,String,282915,Stack,55526,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,608.0
24,String,282915,Queue,34677,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,580.0
25,String,282915,Integer,25232,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,431.0
26,String,282915,Boolean,9369,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,298.0
27,String,282915,Pagoda,7050,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,11.0
28,String,282915,Floating-point,4492,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,345.0
29,String,282915,Bitmap,4410,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,357.0
30,CAP,230509,OSCE,39924,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,1.0
31,CAP,230509,CSA+,22300,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,17.0
32,CAP,230509,CEH,2243,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,False,compsci,
33,CAP,230509,GSE,1346,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,37.0
34,CAP,230509,CISA,763,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,29.0
35,CAP,230509,CIPM,433,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,
36,CAP,230509,LPT,411,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,3.0
37,CAP,230509,ENSA,365,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,1.0
38,CAP,230509,CISM,363,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,True,compsci,17.0
39,CAP,230509,CASP,359,https://en.wikipedia.org/wiki/List_of_computer_security_certifications,False,compsci,
40,RAID,227144,HTML,171483,https://en.wikipedia.org/wiki/List_of_computer_standards,False,compsci,
41,RAID,227144,XML,43714,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,32.0
42,RAID,227144,RSS,41597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,20.0
43,RAID,227144,TWAIN,31396,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,12.0
44,RAID,227144,SQL,25597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,313.0
45,RAID,227144,Bluetooth,25514,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,107.0
46,RAID,227144,PCI,15999,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,531.0
47,RAID,227144,Unicode,11646,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,2.0
48,RAID,227144,XHTML,6365,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,
49,UNITY,206144,PortablE,93227,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,94.0
50,UNITY,206144,Dylan,80244,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,
51,UNITY,206144,A# .NET,79877,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,4.0
52,UNITY,206144,SR,75987,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,
53,UNITY,206144,CLIPS,74554,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,61.0
54,UNITY,206144,Batch,71747,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,55.0
55,UNITY,206144,Swift,66778,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,130.0
56,UNITY,206144,Darwin,66180,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,75.0
57,UNITY,206144,Accent,63679,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,70.0
58,UNITY,206144,Mesa,56104,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,101.0
59,HTML,171483,XML,43714,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,721.0
60,HTML,171483,RSS,41597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,681.0
61,HTML,171483,TWAIN,31396,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,20.0
62,HTML,171483,SQL,25597,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,500.0
63,HTML,171483,Bluetooth,25514,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,471.0
64,HTML,171483,PCI,15999,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,61.0
65,HTML,171483,Unicode,11646,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,652.0
66,HTML,171483,XHTML,6365,https://en.wikipedia.org/wiki/List_of_computer_standards,True,compsci,
67,Array,163914,Matrix,60816,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,558.0
