OBJECT_A can be a better customer than OBJECT_B;A_GREATER_B
I did better with my OBJECT_A, but the OBJECT_B is a little trickier.;A_GREATER_B
And, the manual focus on OBJECT_A L lenses is superior to OBJECT_B IME;A_GREATER_B
i have OBJECT_B and from all i've seen, OBJECT_A video works much better.;A_GREATER_B
The OBJECT_A 1dx and 5d3 jpegs look so much better than OBJECT_B d4 and d800 jpegs.;A_GREATER_B
I have seen people prefer OBJECT_A over OBJECT_B because of the way OBJECT_A handles colors.;A_GREATER_B
I was avoiding OBJECT_B a few months ago because their lens are more money then the OBJECT_A lens.;A_GREATER_B
I'd like to say it was because i liked OBJECT_A over OBJECT_B, but for me it was simple economics.;A_GREATER_B
After all, OBJECT_A is much bigger enterprise than OBJECT_B: They have far better engineers with PhDs.;A_GREATER_B
The F/4 line is what OBJECT_A has done better but OBJECT_B is only a 70-200 away from completing that.;A_GREATER_B
"After I took this shot the photographer came over, looked at my OBJECT_B and said, ""OBJECT_A is better!""";A_GREATER_B
As said before OBJECT_A have always been better priced than the OBJECT_B so hopefully this will continue.;A_GREATER_B
Even though I came from OBJECT_B, with OBJECT_B muscle memory, the OBJECT_A vertical grip just feels better.;A_GREATER_B
OBJECT_A, in aggregate and on average, has better lenses than OBJECT_B (in terms of sharpness, at least).;A_GREATER_B
OBJECT_A decided not to just bring out a competitor, but hit OBJECT_B hard with something better in terms of resolution.;A_GREATER_B
The professional sports photographers have already abandoned the OBJECT_B D1h for the much better OBJECT_A 1D (mostly anyway).;A_GREATER_B
I switched to OBJECT_B a few years ago but had to go back to OBJECT_A simply because OBJECT_B doesn't have an equivalent of this 135L.;A_GREATER_B
The Shading graphs of Figure 7 indicate that the OBJECT_B 14mm f/2.8 values are about three times (worse) than those of the OBJECT_A.;A_GREATER_B
Years ago, when I was trying to decide between similarly spec'ed OBJECT_A and OBJECT_B cameras, I chose OBJECT_A because of the ergonomics.;A_GREATER_B
I did not go with a OBJECT_B DSLR because I also wanted to use the camera for video and OBJECT_A seemed to be superior in that department.;A_GREATER_B
I had some old MF Nikkor lenses but surprisingly, with an adapter ring, they worked better in a OBJECT_A body than my friends OBJECT_B DSLR.;A_GREATER_B
I can now see why every one buys the OBJECT_A for video.. OBJECT_B are loosing heaps of customers because of it.. Really stupid move by them.;A_GREATER_B
OBJECT_A sold more cameras than OBJECT_B did world wide, but I understand it because OBJECT_A is a huge company and mass produces more than OBJECT_B.;A_GREATER_B
Compare a OBJECT_B raw with a OBJECT_A raw in ACR, OBJECT_A raw looks more detailed, better micro contrast, it just looks much better in every way.;A_GREATER_B
It is also a fact that OBJECT_B has nevder been one of them, and that it has historically been better at dealing with OBJECT_A than OBJECT_B raw files.;A_GREATER_B
The camera and lens combination is so much better than the OBJECT_B equivalent and I can't wait to start adding other OBJECT_A lenses to my collection.;A_GREATER_B
OBJECT_B lost their way with the D4/D800 because they wanted to catch up with OBJECT_A as far as video was concerned...but they forgot about the basics.;A_GREATER_B
Unless you want to trade 24-105 OBJECT_A for OBJECT_B 24-120 F/4, which many people these days like over 24-70, because OBJECT_B 24-70 is just too damn heavy.;A_GREATER_B
"The video on the OBJECT_A is slightly better than the OBJECT_B; and it offers 1080p at 60fps which can be useful at delivering a more pleasant looking video.";A_GREATER_B
But if you want to see how much OBJECT_A rips you off for being better then OBJECT_B, compare all OBJECT_A models and see what they improve and then charge you.;A_GREATER_B
There's also a point to be made on how well Fuji listens to customers while OBJECT_B really takes the bottom rating on that front with OBJECT_A somewhat better.;A_GREATER_B
The OBJECT_B does have a better fully articulated screen but compared to these other features on the OBJECT_A, in my opinion, you get a better camera in the SX40.;A_GREATER_B
Due to the RAW languages of each camera they process differently but I find OBJECT_A files pull back much better than the push up and OBJECT_B is exactly the opposite.;A_GREATER_B
"DCI reviews the OBJECT_A EOS 450D/Digital Rebel XSi and writes; ""it has more resolution than the A200 and produces overall better quality images than the OBJECT_B D60.";A_GREATER_B
I personally recommend OBJECT_A over OBJECT_B because of OBJECT_B's weird autofocus motor thing, but I really suggest you go and handle several and see which you like best.;A_GREATER_B
If we see some background of high level professional Digital SLR camera than some times before OBJECT_A had the better share than OBJECT_B with its most appreciated model OBJECT_A EOS 5D.;A_GREATER_B
While I host a disdain for video becoming a prominent factor in still DSLR's, I don't think OBJECT_B is ready to push aside still photography development for a better SLR like OBJECT_A obviously did.;A_GREATER_B
The 6D doesn't shoot quite as fast as the OBJECT_B D600-it's about one frame per second slower-but the addition of Wi-Fi and GPS and superior image quality at high ISO settings give OBJECT_A the edge.;A_GREATER_B
johnparas11zenfoliodotcom : I am a OBJECT_B DSLR user, but I never liked the OBJECT_B 18-55 kit lens it looks ugly.. this OBJECT_A lens looks better, aesthetically of course.. we are not talking about the IQ output etc..;A_GREATER_B
I think you'd be better off buying a OBJECT_A like the 8800F, 8600F, 9950F etc for a lot less, then the extra £200+ you would have otherwise spent on the V700/750 put that towards a OBJECT_B Coolscan for your slides etc.;A_GREATER_B
Featuring a magnesium-alloy body, 7-point autofocus system, and CMOS image sensor, the OBJECT_A 10D offers better performance and handling than its predecessor, the D60, and a more attractive price than the OBJECT_B D100.;A_GREATER_B
"All astrophotography does digital subtraction of black point exposure, the difference here is OBJECT_B offeres it ""in camera"" and the OBJECT_A is superior to the OBJECT_B D80, etc. because it is a CMOS sensor instead of a CCD.";A_GREATER_B
I sold my OBJECT_B 70-200mm f/2.8 VR lens and picked up the OBJECT_A 70-200mm f/4L non-IS (I never used VR/IS on that lens anyways), like the OBJECT_A f/4 a whole lot better, and the difference in price paid for half of the 5D2 body!;A_GREATER_B
let the marketing games begin!  no question that 7D is still very succesful, so maybe OBJECT_A feels that a little kick in the pants and they can ride this train even longer to better position them to compete with the next OBJECT_B offering.;A_GREATER_B
But I wonder if the folks running OBJECT_B and Olympus web strategy know what OBJECT_A is doing so much better than them, and is predicted to do much better (slope of the line in the yellow area of the graph) than them during the holiday season.;A_GREATER_B
"I agree being able to rotate the shift axis independent of the tilt axis on the OBJECT_A lenses is a better design but saying ""The OBJECT_A PC-E lenses may be better as you can tilt and shift at the same time, with OBJECT_B you can only tilt or shift.""";A_GREATER_B
I will only buy OBJECT_A gear , no more trying out any other brand , OBJECT_B , on paper , is truly amaizng but in real life use OBJECT_A is better , BTW, I think OBJECT_B manu system sucks and the D40X is a real silly camera what a shocking surprise is it?;A_GREATER_B
Thinking about the OBJECT_A SX160IS and OBJECT_B L610 for the main options and on how much we can afford, want one with some decent video, I know that OBJECT_A seems to have a better optical picture quality on the point and shoots but OBJECT_B seems to be OK also.;A_GREATER_B
