,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
61,False,1/11/2018 12:32:12,3,1534176891,finalized,Java,,Perl,O,,D496067859,NONE,1.0,,True,"CODE:NEO can enhance existing Java, Perl, or ASP programs to execute and run at least ten times faster on a web server.","CODE:NEO can enhance existing <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, or ASP programs to execute and run at least ten times faster on a web server.","CODE:NEO can enhance existing *Java*, §Perl$, or ASP programs to execute and run at least ten times faster on a web server.",compsci
265,False,1/5/2018 17:13:13,3,1532714646,finalized,Apple,,Intel,,,H1090988088,NONE,1.0,,True,"If so, should the Intel/Apple deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.","If so, should the <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.","If so, should the *Intel*/§Apple$ deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.",brands
85,False,1/5/2018 17:16:22,3,1532714464,finalized,Audi,,Mercedes-Benz,N,,F805681087,NONE,1.0,,True,"Germany's BMW, Mercedes-Benz and Audi (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.","Germany's BMW, <span style=""color: #9A14B2; font-weight: bold"">Mercedes-Benz:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.","Germany's BMW, *Mercedes-Benz* and §Audi$ (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.",brands
52,False,1/5/2018 14:31:15,3,1530057578,finalized,Google,,Kingston,N,,N2223136920,NONE,1.0,,False,small Google satellite map of N. Kingston/quon Airport link,"small <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> satellite map of N. <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>/quon Airport link",small *Google* satellite map of N. §Kingston$/quon Airport link,brands
112,False,1/5/2018 17:15:52,3,1532714491,finalized,Microsoft,,Apple,B,,J1493835291,BETTER,1.0,,True,I understand that Apple is a lot safer than Microsoft,"I understand that <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is a lot safer than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>",I understand that *Apple* is a lot safer than §Microsoft$,brands
58,False,1/5/2018 17:23:07,3,1532714437,finalized,IBM,,Dell,N,,J1458666044,NONE,1.0,,True,"It's not just SUSE saying that, but partners like HP, Dell, IBM and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.","It's not just SUSE saying that, but partners like HP, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.","It's not just SUSE saying that, but partners like HP, *Dell*, §IBM$ and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.",brands
193,False,1/5/2018 17:21:21,3,1532714573,finalized,Nokia,,Samsung,,,Q2774781556,NONE,1.0,,True,"They based their concerns partly on price cuts for Windows Phone 8 smartphones made by Nokia, Samsung and others, and slower than expected sales of such devices.","They based their concerns partly on price cuts for Windows Phone 8 smartphones made by <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> and others, and slower than expected sales of such devices.","They based their concerns partly on price cuts for Windows Phone 8 smartphones made by *Nokia*, §Samsung$ and others, and slower than expected sales of such devices.",brands
125,False,1/11/2018 17:41:46,3,1534176956,finalized,Ethernet,,Bluetooth,N,,F757584085,NONE,1.0,,True,"For red-eye flights, there's a light at the top of the screen bezel which illuminates the keyboard nicely, and Bluetooth, wireless-n and Gigabit Ethernet will keep you connected at decent speed wherever you find yourself.","For red-eye flights, there's a light at the top of the screen bezel which illuminates the keyboard nicely, and <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, wireless-n and Gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> will keep you connected at decent speed wherever you find yourself.","For red-eye flights, there's a light at the top of the screen bezel which illuminates the keyboard nicely, and *Bluetooth*, wireless-n and Gigabit §Ethernet$ will keep you connected at decent speed wherever you find yourself.",compsci
404,False,1/12/2018 18:16:12,3,1543286918,finalized,psp,,ps3,,,S3013663049,NONE,0.6642,,True,"Want: A better computer, a ps3 and a new psp.","Want: A better computer, a <span style=""color: #9A14B2; font-weight: bold"">ps3:[OBJECT_A]</span> and a new <span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span>.","Want: A better computer, a *ps3* and a new §psp$.",jbt
279,False,1/11/2018 19:27:01,3,1534177111,finalized,PHP,,JavaScript,,,J1452055259,NONE,1.0,,True,It shows how JavaScript and PHP can be used in tandem to make a user's experience faster and more pleasant.,"It shows how <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> can be used in tandem to make a user's experience faster and more pleasant.",It shows how *JavaScript* and §PHP$ can be used in tandem to make a user's experience faster and more pleasant.,compsci
