worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
6336109,3694924,5,2,5,0,clixsense,CAN,ON,"",104.129.113.68,,,0,,0.6,0
6337268,3428059,0,0,0,0,clixsense,,,,,,,0,,1.0,0
6591664,3801006,0,0,0,0,clixsense,,,,,,,0,,1.0,0
7198946,3163380,5,1,5,0,clixsense,BGR,43,Haskovo,89.215.152.229,,,0,,0.8,0
8057247,4128798,15,0,7,0,clixsense,PRT,17,Vila Do Conde,82.155.222.233,,,0,,1.0,300
10948338,3584162,5,2,5,0,clixsense,ITA,07,Rome,5.95.204.64,,,0,,0.6,300
14218973,4835763,0,0,0,0,clixsense,,,,,,,0,,1.0,0
14662036,4899745,0,0,0,0,clixsense,,,,,,,0,,1.0,0
16741266,5194903,0,0,0,0,clixsense,,,,,,,0,,1.0,0
17222221,3064783,15,1,6,1,clixsense,MKD,"","",185.86.236.224,,,0,,0.8333,300
17708868,5324406,0,0,0,0,clixsense,,,,,,,0,,1.0,0
17733287,5353328,100,5,24,0,clixsense,BRA,27,Sao Paulo,177.148.239.186,,,0,,0.7917,27
17848516,5375053,0,0,0,0,clixsense,,,,,,,0,,1.0,0
18397774,5403807,52,3,14,0,clixsense,MAR,46,Fes,105.157.143.76,,,0,,0.7857,18
20841624,5819720,0,0,0,0,clixsense,,,,,,,0,,1.0,0
21628557,5DA301F4751485B9044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0
23035689,202426,0,0,0,0,superrewards,,,,,,,0,,1.0,0
23816226,6196609,0,0,0,0,clixsense,,,,,,,0,,1.0,0
24813188,6259240,0,0,0,0,clixsense,,,,,,,0,,1.0,0
25907194,6337572,0,0,0,0,clixsense,,,,,,,0,,1.0,0
27829625,41BFEFA7423B731DBD9CE4BD64DFB8C1,5,3,5,0,neodev,IDN,04,"",114.142.172.44,,,0,,0.4,300
28769627,17475,0,0,0,0,elite,,,,,,,0,,1.0,0
28786138,6612107,5,1,5,0,clixsense,MKD,E3,Prilep,92.53.55.23,,,0,,0.8,0
29042907,4B367D57CA77658141A29D4352C72707,5,2,5,0,neodev,ROU,14,Constanta,5.14.136.97,,,0,,0.6,0
29812417,3DB7DD0C1DB76A8241A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0
29970629,6799182,0,0,0,0,clixsense,,,,,,,0,,1.0,0
30088275,6831334,5,3,5,0,clixsense,GRC,13,Thessaloníki,87.202.70.16,,,0,,0.4,300
30394474,2361788,25,2,8,1,clixsense,UKR,17,Odessa,78.26.147.14,,,0,,0.75,300
30743892,43011,0,0,0,0,elite,,,,,,,0,,1.0,0
31038682,ACED7E3C6B28862F0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0
31222228,7120177,7,1,6,0,clixsense,IND,02,Hyderabad,183.82.208.201,,,0,,0.8333,300
31523885,7194183,45,2,12,1,clixsense,IND,07,Delhi,59.177.77.107,,,0,,0.8333,300
31605010,55287,10,2,6,0,elite,VNM,20,Ho Chi Minh City,27.75.55.82,,,0,,0.6667,300
31612453,7219281,0,0,0,0,clixsense,,,,,,,0,,1.0,0
31663768,6D2167C6B710F9540FA9E28369487118,20,1,7,1,neodev,VEN,"","",201.243.131.208,,,0,,0.8571,5
31883685,60549,0,0,0,0,elite,,,,,,,0,,1.0,0
32528254,66255,0,0,0,0,elite,,,,,,,0,,1.0,0
32655193,7522984,0,0,0,0,clixsense,,,,,,,0,,1.0,0
32689745,C9213D0C96570F912BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0
32966420,5614273,0,0,0,0,clixsense,,,,,,,0,,1.0,0
33102233,72249,5,4,5,0,elite,VNM,69,Vinh Long,27.75.24.153,,,0,,0.2,0
33231829,D85D7A33D938B2732BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0
33313161,7735130,0,0,0,0,clixsense,,,,,,,0,,1.0,0
33434416,mad77,0,0,0,0,instagc,,,,,,,0,,1.0,0
33757795,7850887,5,1,5,0,clixsense,VEN,23,Maracaibo,200.44.94.154,,,0,,0.8,300
34010900,7914952,0,0,0,0,clixsense,,,,,,,0,,1.0,0
34012716,A5F21FFF0A09887C3C3F520A53732EBF,5,2,5,0,neodev,VEN,06,Puerto Ordaz,190.94.230.86,,,0,,0.6,300
34151918,82615,0,0,0,0,elite,,,,,,,0,,1.0,0
34242458,7978551,0,0,0,0,clixsense,,,,,,,0,,1.0,0
34344222,KarlaE,15,0,7,0,instagc,BRA,02,Maceio,45.4.176.246,,,0,,1.0,300
34457264,8043578,5,2,5,0,clixsense,IND,19,Bangalore,106.203.140.206,,,0,,0.6,0
34832539,91000,0,0,0,0,elite,,,,,,,0,,1.0,0
34836342,6BA0841E4702089D52A6F24AA52E306B,80,2,18,1,neodev,HRV,10,Osijek,95.178.184.101,,,0,,0.8889,25
34837948,91064,0,0,0,0,elite,,,,,,,0,,1.0,0
34843237,8174031,0,0,0,0,clixsense,,,,,,,0,,1.0,0
34914198,92073,25,1,9,0,elite,PER,15,Lima,179.7.175.186,,,0,,0.8889,300
34931563,8194980,0,0,0,0,clixsense,,,,,,,0,,1.0,0
35115952,8262758,10,1,6,0,clixsense,UKR,14,Antratsit,194.125.224.3,,,0,,0.8333,300
35122844,8240958,0,0,0,0,clixsense,,,,,,,0,,1.0,0
35337514,8343454,5,2,5,0,clixsense,ITA,05,Bologna,87.16.63.10,,,0,,0.6,300
35354906,8349444,5,2,5,0,clixsense,ITA,13,Barletta,51.179.107.111,,,0,,0.6,0
35597807,124,5,3,5,0,indivillagetest,IND,02,Mangalagiri,202.53.75.90,,,0,,0.4,300
35896825,109910,0,0,0,0,elite,,,,,,,0,,1.0,0
35926201,D37DC1756B885D318D7FCC5998E70925,0,0,0,0,neodev,,,,,,,0,,1.0,0
36113457,8B1510A0C617C805A72773646D413314,20,3,8,0,neodev,EGY,11,Cairo,41.237.51.78,,,0,,0.625,10
36143603,50306,0,0,0,0,eup_slw,,,,,,,0,,1.0,0
36163077,114043,80,6,19,0,elite,HUN,"","",94.27.235.69,,,0,,0.6842,40
36214391,B66D44BC3CE5E007AA86FF6CD252D13D,0,0,0,0,neodev,,,,,,,0,,1.0,0
36249683,8662637,10,0,6,0,clixsense,RUS,48,Moscow,109.173.35.46,,,0,,1.0,300
36267599,8668165,0,0,0,0,clixsense,,,,,,,0,,1.0,0
36377397,449C21994FC593B6DEE40461DA32D81A,5,2,5,0,neodev,SRB,00,Nis,178.149.90.49,,,0,,0.6,300
36378875,8708023,30,3,10,0,clixsense,IND,"","",157.42.97.88,,,0,,0.7,300
36522920,8760214,0,0,0,0,clixsense,,,,,,,0,,1.0,0
36697726,7E46CA47FF1D7A3E99DD719F52F9B821,25,3,9,0,neodev,SRB,00,Belgrade,93.86.129.251,,,0,,0.6667,300
37041000,397CF4E9B40DB90F13B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
37097770,8973866,0,0,0,0,clixsense,,,,,,,0,,1.0,0
37280475,9038884,25,1,9,0,clixsense,ESP,58,Vigo,193.152.242.0,,,0,,0.8889,300
37281035,AA21AFBE44A2B4B71C4225EF31E8C1E3,5,2,5,0,neodev,PRT,04,Braga,94.61.110.75,,,0,,0.6,0
37411565,93B78FEB5000E931B6CD945299117BED,37,4,12,0,neodev,VEN,20,San Cristóbal,186.88.203.96,,,0,,0.6667,300
37665981,B8A7B3BD5DFE9893826BDFD07EE23BF9,45,2,12,1,neodev,VEN,23,Maracaibo,190.79.49.202,,,0,,0.8333,68
