_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,gold_label,id,label_gold,marker,raw_text,text_html,text_readable
1543286508,false,finalized,3,1/12/2018 13:41:11,WORSE,0.6842,juice,,cider,W,B326110412,,true,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting."
1543286509,false,finalized,3,1/12/2018 13:34:56,WORSE,1.0,google,,amazon,W,J1521912207,,true,I was using Google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.
1543286510,false,finalized,3,1/12/2018 13:37:24,OTHER,0.7158,carolina,,pennsylvania,W,M1979675884,,true,"Pennsylvania is no better, but states such as South Carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax."
1543286511,false,finalized,3,1/12/2018 13:36:56,WORSE,1.0,fox,,cnn,W,B317690396,,true,"Anyway, between Beck and Lou Dobbs, CNN is frequently far worse than Fox News.","Anyway, between Beck and Lou Dobbs, <span style=""color: #9A14B2; font-weight: bold"">cnn:[OBJECT_A]</span> is frequently far worse than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> News.","Anyway, between Beck and Lou Dobbs, *cnn* is frequently far worse than §fox$ News."
1543286512,false,finalized,3,1/12/2018 13:38:22,WORSE,1.0,wii,,gamecube,W,R2909183183,,true,To answer your question yes the Wii U is selling worse than the Gamecube and N64.,"To answer your question yes the <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> U is selling worse than the <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span> and N64.",To answer your question yes the *wii* U is selling worse than the §gamecube$ and N64.
1543286513,false,finalized,3,1/12/2018 14:18:35,WORSE,1.0,stanford,,mit,W,K1722396324,,true,"MIT is harder to graduate from (on average probably, at minimum certainly) than HYP or Stanford.","<span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> is harder to graduate from (on average probably, at minimum certainly) than HYP or <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>.","*mit* is harder to graduate from (on average probably, at minimum certainly) than HYP or §stanford$."
1543286514,false,finalized,3,1/12/2018 13:35:50,WORSE,1.0,golf,,tennis,W,O2348728670,,true,"Tennis is so much harder on the body than golf, he said.","<span style=color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is so much harder on the body than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>,"" he said.","*tennis* is so much harder on the body than §golf$, he said."
1543286515,false,finalized,3,1/12/2018 13:40:50,WORSE,1.0,georgia,,missouri,W,T3161167094,,true,"While Missouri has solid football programs, they do not compare to states like Florida, Georgia and Texas.","While <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> has solid football programs, they do not compare to states like Florida, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> and Texas.","While *missouri* has solid football programs, they do not compare to states like Florida, §georgia$ and Texas."
1543286516,false,finalized,3,1/12/2018 13:35:31,OTHER,1.0,reagan,,nixon,W,L1858903515,,true,"Obama is much worse than Nixon, Reagan, and W. Bush all rolled into one.","Obama is much worse than <span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>, and W. Bush all rolled into one.","Obama is much worse than *nixon*, §reagan$, and W. Bush all rolled into one."
1543286517,false,finalized,3,1/12/2018 13:40:38,WORSE,0.6476,stanford,,mit,W,T3220097683,,true,"Yale offered nothing at all really, MIT was a little nicer, but by far Stanford offered the best FA package.","Yale offered nothing at all really, <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> was a little nicer, but by far <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span> offered the best FA package.","Yale offered nothing at all really, *mit* was a little nicer, but by far §stanford$ offered the best FA package."
