_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,gold_label,id,label_gold,marker,raw_text,text_html,text_readable
1543286508,1/12/2018 13:40:20,false,3257532315,,1/12/2018 13:39:14,false,elite,0.8571,43297228,VEN,23,Maracaibo,201.211.13.51,WORSE,juice,,cider,W,B326110412,,true,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting."
1543286508,1/12/2018 13:40:36,false,3257533477,,1/12/2018 13:39:18,false,elite,0.7692,40950145,BGR,42,Sofia,37.143.240.84,OTHER,juice,,cider,W,B326110412,,true,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting."
1543286508,1/12/2018 13:41:11,false,3257536496,,1/12/2018 13:39:14,false,clixsense,0.8485,40031413,TUR,32,Mersin,81.214.211.247,WORSE,juice,,cider,W,B326110412,,true,"Apple cider vinegar will taste better then white, but lemon juice is the best tasting.","Apple <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> vinegar will taste better then white, but lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> is the best tasting.","Apple *cider* vinegar will taste better then white, but lemon §juice$ is the best tasting."
1543286509,1/12/2018 13:33:28,false,3257490990,,1/12/2018 13:32:57,false,neodev,0.9474,41135507,DZA,01,"",105.99.15.11,WORSE,google,,amazon,W,J1521912207,,true,I was using Google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.
1543286509,1/12/2018 13:34:22,false,3257497010,,1/12/2018 13:33:41,false,clixsense,0.8621,6335115,SRB,00,Belgrade,93.86.78.155,WORSE,google,,amazon,W,J1521912207,,true,I was using Google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.
1543286509,1/12/2018 13:34:56,false,3257501373,,1/12/2018 13:33:31,false,neodev,0.7826,43837853,VEN,25,Caracas,186.167.251.178,WORSE,google,,amazon,W,J1521912207,,true,I was using Google music but amazon is just better.,"I was using <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> music but <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is just better.",I was using *google* music but §amazon$ is just better.
1543286510,1/12/2018 13:36:16,false,3257509353,,1/12/2018 13:35:50,false,clixsense,0.8824,40557293,SRB,"","",87.116.176.104,OTHER,carolina,,pennsylvania,W,M1979675884,,true,"Pennsylvania is no better, but states such as South Carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax."
1543286510,1/12/2018 13:36:34,false,3257511131,,1/12/2018 13:35:34,false,clixsense,0.875,12542684,PHL,33,San Pedro,119.95.238.74,WORSE,carolina,,pennsylvania,W,M1979675884,,true,"Pennsylvania is no better, but states such as South Carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax."
1543286510,1/12/2018 13:37:24,false,3257515935,,1/12/2018 13:35:56,false,clixsense,0.8889,35978264,POL,84,Sierakow,77.65.53.170,OTHER,carolina,,pennsylvania,W,M1979675884,,true,"Pennsylvania is no better, but states such as South Carolina and Florida have no estate or inheritance tax.","<span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> is no better, but states such as South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> and Florida have no estate or inheritance tax.","*pennsylvania* is no better, but states such as South §carolina$ and Florida have no estate or inheritance tax."
1543286511,1/12/2018 13:35:48,false,3257506630,,1/12/2018 13:35:17,false,clixsense,0.8824,40557293,SRB,"","",87.116.176.104,WORSE,fox,,cnn,W,B317690396,,true,"Anyway, between Beck and Lou Dobbs, CNN is frequently far worse than Fox News.","Anyway, between Beck and Lou Dobbs, <span style=""color: #9A14B2; font-weight: bold"">cnn:[OBJECT_A]</span> is frequently far worse than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> News.","Anyway, between Beck and Lou Dobbs, *cnn* is frequently far worse than §fox$ News."
